# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun 19 06:59:25 2022
#
# User preference: *
#
# CONSTRAINT:  order by pl_bmasse asc, pl_bmassj asc
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN st_mass:        Stellar Mass [Solar mass]
#
loc_rowid,pl_name,discoverymethod,disc_year,pl_bmasse,pl_bmassj,pl_rvamp,st_mass
28981,Kepler-853 b,Transit,2016,,,,1.21
28982,Kepler-853 b,Transit,2016,,,,1.27
28983,Kepler-853 b,Transit,2016,,,,1.30
28984,Kepler-853 b,Transit,2016,,,,1.23
28985,Kepler-853 b,Transit,2016,,,,1.21
28986,Kepler-854 b,Transit,2016,,,,1.17
28987,Kepler-854 b,Transit,2016,,,,1.08
28988,Kepler-854 b,Transit,2016,,,,1.17
28989,Kepler-854 b,Transit,2016,,,,1.08
28990,Kepler-854 b,Transit,2016,,,,1.08
28991,Kepler-854 b,Transit,2016,,,,
28992,Kepler-854 b,Transit,2016,,,,1.08
28993,Kepler-854 b,Transit,2016,,,,1.14
28994,Kepler-854 b,Transit,2016,,,,1.16
28995,Kepler-854 b,Transit,2016,,,,1.14
28996,Kepler-855 b,Transit,2016,,,,1.08
28997,Kepler-855 b,Transit,2016,,,,0.95
28998,Kepler-855 b,Transit,2016,,,,0.99
28999,Kepler-855 b,Transit,2016,,,,0.99
29000,Kepler-855 b,Transit,2016,,,,0.95
29001,Kepler-855 b,Transit,2016,,,,0.95
29002,Kepler-855 b,Transit,2016,,,,0.95
29003,Kepler-855 b,Transit,2016,,,,
29004,Kepler-855 b,Transit,2016,,,,1.03
29005,Kepler-856 b,Transit,2016,,,,1.01
29006,Kepler-856 b,Transit,2016,,,,0.93
29007,Kepler-856 b,Transit,2016,,,,0.93
29008,Kepler-856 b,Transit,2016,,,,0.98
29009,Kepler-856 b,Transit,2016,,,,1.01
29010,Kepler-856 b,Transit,2016,,,,0.96
29011,Kepler-856 b,Transit,2016,,,,1.01
29012,Kepler-856 b,Transit,2016,,,,1.01
29013,Kepler-856 b,Transit,2016,,,,
29014,Kepler-856 b,Transit,2016,,,,0.93
29015,Kepler-857 b,Transit,2016,,,,0.99
29016,Kepler-857 b,Transit,2016,,,,0.97
29017,Kepler-857 b,Transit,2016,,,,0.88
29018,Kepler-857 b,Transit,2016,,,,0.99
29019,Kepler-857 b,Transit,2016,,,,0.99
29020,Kepler-857 b,Transit,2016,,,,0.94
29021,Kepler-857 b,Transit,2016,,,,0.99
29022,Kepler-857 b,Transit,2016,,,,0.88
29023,Kepler-857 b,Transit,2016,,,,0.88
29024,Kepler-857 b,Transit,2016,,,,
29025,Kepler-858 b,Transit,2016,,,,0.90
29026,Kepler-858 b,Transit,2016,,,,0.87
29027,Kepler-858 b,Transit,2016,,,,0.98
29028,Kepler-858 b,Transit,2016,,,,0.96
29029,Kepler-858 b,Transit,2016,,,,0.98
29030,Kepler-858 b,Transit,2016,,,,0.92
29031,Kepler-858 b,Transit,2016,,,,0.87
29032,Kepler-858 b,Transit,2016,,,,0.87
29033,Kepler-858 b,Transit,2016,,,,0.98
29034,Kepler-858 b,Transit,2016,,,,
29035,Kepler-859 b,Transit,2016,,,,0.80
29036,Kepler-859 b,Transit,2016,,,,0.78
29037,Kepler-859 b,Transit,2016,,,,0.80
29038,Kepler-859 b,Transit,2016,,,,0.81
29039,Kepler-859 b,Transit,2016,,,,0.80
29040,Kepler-859 b,Transit,2016,,,,0.80
29041,Kepler-859 b,Transit,2016,,,,0.79
29042,Kepler-859 b,Transit,2016,,,,
29043,Kepler-859 b,Transit,2016,,,,0.79
29044,Kepler-859 b,Transit,2016,,,,0.79
29045,Kepler-860 b,Transit,2016,,,,0.97
29046,Kepler-860 b,Transit,2016,,,,0.97
29047,Kepler-860 b,Transit,2016,,,,1.00
29048,Kepler-860 b,Transit,2016,,,,1.00
29049,Kepler-860 b,Transit,2016,,,,1.04
29050,Kepler-860 b,Transit,2016,,,,1.05
29051,Kepler-860 b,Transit,2016,,,,0.97
29052,Kepler-860 b,Transit,2016,,,,1.00
29053,Kepler-860 b,Transit,2016,,,,1.00
29054,Kepler-860 b,Transit,2016,,,,
29055,Kepler-861 b,Transit,2016,,,,0.75
29056,Kepler-861 b,Transit,2016,,,,0.85
29057,Kepler-861 b,Transit,2016,,,,
29058,Kepler-861 b,Transit,2016,,,,0.81
29059,Kepler-861 b,Transit,2016,,,,0.82
29060,Kepler-861 b,Transit,2016,,,,0.85
29061,Kepler-861 b,Transit,2016,,,,0.85
29062,Kepler-861 b,Transit,2016,,,,0.81
29063,Kepler-861 b,Transit,2016,,,,0.81
29064,Kepler-861 b,Transit,2016,,,,0.85
29065,Kepler-862 b,Transit,2016,,,,0.84
29066,Kepler-862 b,Transit,2016,,,,0.80
29067,Kepler-862 b,Transit,2016,,,,0.84
29068,Kepler-862 b,Transit,2016,,,,0.88
29069,Kepler-862 b,Transit,2016,,,,0.97
29070,Kepler-862 b,Transit,2016,,,,0.80
29071,Kepler-862 b,Transit,2016,,,,
29072,Kepler-862 b,Transit,2016,,,,0.80
29073,Kepler-862 b,Transit,2016,,,,0.80
29074,Kepler-862 b,Transit,2016,,,,0.84
29075,Kepler-863 b,Transit,2016,,,,0.99
29076,Kepler-863 b,Transit,2016,,,,1.06
29077,Kepler-863 b,Transit,2016,,,,0.99
29078,Kepler-863 b,Transit,2016,,,,0.96
29079,Kepler-863 b,Transit,2016,,,,0.99
29080,Kepler-863 b,Transit,2016,,,,0.99
29081,Kepler-863 b,Transit,2016,,,,
29082,Kepler-863 b,Transit,2016,,,,1.06
29083,Kepler-863 b,Transit,2016,,,,1.06
29084,Kepler-863 b,Transit,2016,,,,0.99
29085,Kepler-864 b,Transit,2016,,,,1.00
29086,Kepler-864 b,Transit,2016,,,,1.00
29087,Kepler-864 b,Transit,2016,,,,1.26
29088,Kepler-864 b,Transit,2016,,,,1.27
29089,Kepler-864 b,Transit,2016,,,,1.00
29090,Kepler-864 b,Transit,2016,,,,1.00
29091,Kepler-864 b,Transit,2016,,,,1.05
29092,Kepler-864 b,Transit,2016,,,,1.26
29093,Kepler-864 b,Transit,2016,,,,
29094,Kepler-864 b,Transit,2016,,,,1.26
29095,Kepler-865 b,Transit,2016,,,,0.78
29096,Kepler-865 b,Transit,2016,,,,0.78
29097,Kepler-865 b,Transit,2016,,,,0.93
29098,Kepler-865 b,Transit,2016,,,,0.91
29099,Kepler-865 b,Transit,2016,,,,0.91
29100,Kepler-865 b,Transit,2016,,,,0.78
29101,Kepler-865 b,Transit,2016,,,,0.78
29102,Kepler-865 b,Transit,2016,,,,0.82
29103,Kepler-865 b,Transit,2016,,,,
29104,Kepler-865 b,Transit,2016,,,,0.91
29105,Kepler-866 b,Transit,2016,,,,0.69
29106,Kepler-866 b,Transit,2016,,,,
29107,Kepler-866 b,Transit,2016,,,,0.71
29108,Kepler-866 b,Transit,2016,,,,0.71
29109,Kepler-866 b,Transit,2016,,,,0.71
29110,Kepler-866 b,Transit,2016,,,,0.71
29111,Kepler-866 b,Transit,2016,,,,0.75
29112,Kepler-866 b,Transit,2016,,,,0.74
29113,Kepler-866 b,Transit,2016,,,,0.74
29114,Kepler-867 b,Transit,2016,,,,0.81
29115,Kepler-867 b,Transit,2016,,,,0.81
29116,Kepler-867 b,Transit,2016,,,,0.81
29117,Kepler-867 b,Transit,2016,,,,0.92
29118,Kepler-867 b,Transit,2016,,,,
29119,Kepler-867 b,Transit,2016,,,,0.92
29120,Kepler-867 b,Transit,2016,,,,0.92
29121,Kepler-867 b,Transit,2016,,,,
29122,Kepler-867 b,Transit,2016,,,,
29123,Kepler-867 b,Transit,2016,,,,
29124,Kepler-868 b,Transit,2016,,,,1.00
29125,Kepler-868 b,Transit,2016,,,,1.02
29126,Kepler-868 b,Transit,2016,,,,1.00
29127,Kepler-868 b,Transit,2016,,,,0.93
29128,Kepler-868 b,Transit,2016,,,,1.00
29129,Kepler-868 b,Transit,2016,,,,1.00
29130,Kepler-868 b,Transit,2016,,,,
29131,Kepler-868 b,Transit,2016,,,,1.00
29132,Kepler-869 b,Transit,2016,,,,
29133,Kepler-869 b,Transit,2016,,,,0.98
29134,Kepler-869 b,Transit,2016,,,,0.98
29135,Kepler-869 b,Transit,2016,,,,0.92
29136,Kepler-869 b,Transit,2016,,,,0.99
29137,Kepler-869 b,Transit,2016,,,,0.97
29138,Kepler-869 b,Transit,2016,,,,0.98
29139,Kepler-869 b,Transit,2016,,,,0.93
29140,Kepler-869 b,Transit,2016,,,,0.92
29141,Kepler-869 b,Transit,2016,,,,0.92
29142,Kepler-87 b,Transit,2013,,,,1.01
29143,Kepler-87 b,Transit,2013,,,,
29144,Kepler-87 b,Transit,2013,,,,1.01
29145,Kepler-87 b,Transit,2013,,,,0.97
29146,Kepler-87 b,Transit,2013,,,,1.01
29147,Kepler-87 b,Transit,2013,,,,0.98
29149,Kepler-87 b,Transit,2013,,,,0.96
29150,Kepler-87 b,Transit,2013,,,,0.98
29151,Kepler-87 b,Transit,2013,,,,1.11
29152,Kepler-87 b,Transit,2013,,,,0.98
29153,Kepler-87 c,Transit,2013,,,,0.96
29154,Kepler-87 c,Transit,2013,,,,0.98
29155,Kepler-87 c,Transit,2013,,,,0.98
29157,Kepler-87 c,Transit,2013,,,,1.01
29158,Kepler-87 c,Transit,2013,,,,0.97
29159,Kepler-87 c,Transit,2013,,,,
29160,Kepler-87 c,Transit,2013,,,,1.11
29161,Kepler-87 c,Transit,2013,,,,0.98
29162,Kepler-870 b,Transit,2016,,,,1.06
29163,Kepler-870 b,Transit,2016,,,,1.01
29164,Kepler-870 b,Transit,2016,,,,
29165,Kepler-870 b,Transit,2016,,,,1.02
29166,Kepler-870 b,Transit,2016,,,,1.06
29167,Kepler-870 b,Transit,2016,,,,1.06
29168,Kepler-870 b,Transit,2016,,,,1.09
29169,Kepler-870 b,Transit,2016,,,,1.06
29170,Kepler-870 b,Transit,2016,,,,1.02
29171,Kepler-870 b,Transit,2016,,,,1.02
29172,Kepler-871 b,Transit,2016,,,,1.05
29173,Kepler-871 b,Transit,2016,,,,1.06
29174,Kepler-871 b,Transit,2016,,,,1.05
29175,Kepler-871 b,Transit,2016,,,,1.06
29176,Kepler-871 b,Transit,2016,,,,1.00
29177,Kepler-871 b,Transit,2016,,,,1.11
29178,Kepler-871 b,Transit,2016,,,,1.05
29179,Kepler-871 b,Transit,2016,,,,1.06
29180,Kepler-871 b,Transit,2016,,,,
29181,Kepler-871 b,Transit,2016,,,,1.06
29182,Kepler-872 b,Transit,2016,,,,0.96
29183,Kepler-872 b,Transit,2016,,,,
29184,Kepler-872 b,Transit,2016,,,,0.94
29185,Kepler-872 b,Transit,2016,,,,0.94
29186,Kepler-872 b,Transit,2016,,,,1.05
29187,Kepler-872 b,Transit,2016,,,,1.00
29188,Kepler-872 b,Transit,2016,,,,1.00
29189,Kepler-872 b,Transit,2016,,,,0.95
29190,Kepler-872 b,Transit,2016,,,,0.94
29191,Kepler-873 b,Transit,2016,,,,1.10
29192,Kepler-873 b,Transit,2016,,,,
29193,Kepler-873 b,Transit,2016,,,,1.21
29194,Kepler-873 b,Transit,2016,,,,1.18
29195,Kepler-873 b,Transit,2016,,,,1.21
29196,Kepler-873 b,Transit,2016,,,,1.10
29197,Kepler-873 b,Transit,2016,,,,1.10
29198,Kepler-873 b,Transit,2016,,,,1.16
29199,Kepler-873 b,Transit,2016,,,,1.21
29200,Kepler-873 b,Transit,2016,,,,1.14
29201,Kepler-874 b,Transit,2016,,,,1.03
29202,Kepler-874 b,Transit,2016,,,,0.92
29203,Kepler-874 b,Transit,2016,,,,0.92
29204,Kepler-874 b,Transit,2016,,,,1.09
29205,Kepler-874 b,Transit,2016,,,,1.03
29206,Kepler-874 b,Transit,2016,,,,1.04
29207,Kepler-874 b,Transit,2016,,,,0.92
29208,Kepler-874 b,Transit,2016,,,,
29209,Kepler-874 b,Transit,2016,,,,0.92
29210,Kepler-875 b,Transit,2016,,,,0.98
29211,Kepler-875 b,Transit,2016,,,,0.98
29212,Kepler-875 b,Transit,2016,,,,
29213,Kepler-875 b,Transit,2016,,,,1.06
29214,Kepler-875 b,Transit,2016,,,,1.07
29215,Kepler-875 b,Transit,2016,,,,0.97
29216,Kepler-875 b,Transit,2016,,,,1.07
29217,Kepler-875 b,Transit,2016,,,,0.98
29218,Kepler-875 b,Transit,2016,,,,1.07
29219,Kepler-875 b,Transit,2016,,,,0.98
29220,Kepler-876 b,Transit,2016,,,,0.84
29221,Kepler-876 b,Transit,2016,,,,0.90
29222,Kepler-876 b,Transit,2016,,,,0.81
29223,Kepler-876 b,Transit,2016,,,,0.90
29224,Kepler-876 b,Transit,2016,,,,0.84
29225,Kepler-876 b,Transit,2016,,,,
29226,Kepler-876 b,Transit,2016,,,,0.90
29227,Kepler-876 b,Transit,2016,,,,0.83
29228,Kepler-876 b,Transit,2016,,,,0.88
29229,Kepler-877 b,Transit,2016,,,,0.86
29230,Kepler-877 b,Transit,2016,,,,0.86
29231,Kepler-877 b,Transit,2016,,,,0.85
29232,Kepler-877 b,Transit,2016,,,,0.86
29233,Kepler-877 b,Transit,2016,,,,0.86
29234,Kepler-877 b,Transit,2016,,,,
29235,Kepler-877 b,Transit,2016,,,,
29236,Kepler-877 b,Transit,2016,,,,
29237,Kepler-877 b,Transit,2016,,,,0.82
29238,Kepler-878 b,Transit,2016,,,,
29239,Kepler-878 b,Transit,2016,,,,0.89
29240,Kepler-878 b,Transit,2016,,,,0.76
29241,Kepler-878 b,Transit,2016,,,,0.72
29242,Kepler-878 b,Transit,2016,,,,0.83
29243,Kepler-878 b,Transit,2016,,,,0.83
29244,Kepler-878 b,Transit,2016,,,,0.83
29245,Kepler-878 b,Transit,2016,,,,0.72
29246,Kepler-878 b,Transit,2016,,,,0.81
29247,Kepler-878 b,Transit,2016,,,,0.72
29248,Kepler-879 b,Transit,2016,,,,0.94
29249,Kepler-879 b,Transit,2016,,,,1.00
29250,Kepler-879 b,Transit,2016,,,,0.97
29251,Kepler-879 b,Transit,2016,,,,0.97
29252,Kepler-879 b,Transit,2016,,,,0.97
29253,Kepler-879 b,Transit,2016,,,,1.00
29254,Kepler-879 b,Transit,2016,,,,0.97
29255,Kepler-879 b,Transit,2016,,,,
29256,Kepler-879 b,Transit,2016,,,,1.00
29257,Kepler-879 b,Transit,2016,,,,1.02
29259,Kepler-880 b,Transit,2016,,,,
29260,Kepler-880 b,Transit,2016,,,,1.39
29261,Kepler-880 b,Transit,2016,,,,1.47
29262,Kepler-880 b,Transit,2016,,,,1.47
29263,Kepler-880 b,Transit,2016,,,,1.39
29264,Kepler-880 b,Transit,2016,,,,1.46
29265,Kepler-880 b,Transit,2016,,,,1.71
29266,Kepler-880 b,Transit,2016,,,,1.39
29267,Kepler-880 b,Transit,2016,,,,1.47
29268,Kepler-880 b,Transit,2016,,,,1.35
29269,Kepler-881 b,Transit,2016,,,,1.08
29270,Kepler-881 b,Transit,2016,,,,1.09
29271,Kepler-881 b,Transit,2016,,,,1.09
29272,Kepler-881 b,Transit,2016,,,,1.14
29273,Kepler-881 b,Transit,2016,,,,1.11
29274,Kepler-881 b,Transit,2016,,,,1.06
29275,Kepler-881 b,Transit,2016,,,,
29276,Kepler-881 b,Transit,2016,,,,1.09
29277,Kepler-882 b,Transit,2016,,,,
29278,Kepler-882 b,Transit,2016,,,,0.77
29279,Kepler-882 b,Transit,2016,,,,0.77
29280,Kepler-882 b,Transit,2016,,,,0.90
29281,Kepler-882 b,Transit,2016,,,,0.92
29282,Kepler-882 b,Transit,2016,,,,0.84
29283,Kepler-882 b,Transit,2016,,,,0.77
29284,Kepler-882 b,Transit,2016,,,,0.77
29285,Kepler-882 b,Transit,2016,,,,0.92
29286,Kepler-883 b,Transit,2016,,,,0.84
29287,Kepler-883 b,Transit,2016,,,,
29288,Kepler-883 b,Transit,2016,,,,1.12
29289,Kepler-883 b,Transit,2016,,,,1.12
29290,Kepler-883 b,Transit,2016,,,,1.06
29291,Kepler-883 b,Transit,2016,,,,1.11
29292,Kepler-883 b,Transit,2016,,,,0.93
29293,Kepler-883 b,Transit,2016,,,,1.12
29294,Kepler-883 b,Transit,2016,,,,0.84
29295,Kepler-883 b,Transit,2016,,,,0.84
29296,Kepler-884 b,Transit,2016,,,,1.00
29297,Kepler-884 b,Transit,2016,,,,
29298,Kepler-884 b,Transit,2016,,,,
29299,Kepler-884 b,Transit,2016,,,,1.00
29300,Kepler-884 b,Transit,2016,,,,0.99
29301,Kepler-884 b,Transit,2016,,,,
29302,Kepler-884 b,Transit,2016,,,,1.04
29303,Kepler-884 b,Transit,2016,,,,1.00
29304,Kepler-884 b,Transit,2016,,,,1.00
29305,Kepler-885 b,Transit,2016,,,,1.21
29306,Kepler-885 b,Transit,2016,,,,
29307,Kepler-885 b,Transit,2016,,,,1.22
29308,Kepler-885 b,Transit,2016,,,,1.16
29309,Kepler-885 b,Transit,2016,,,,1.16
29310,Kepler-885 b,Transit,2016,,,,1.22
29311,Kepler-885 b,Transit,2016,,,,1.16
29312,Kepler-885 b,Transit,2016,,,,1.19
29313,Kepler-885 b,Transit,2016,,,,1.22
29314,Kepler-885 b,Transit,2016,,,,1.18
29315,Kepler-886 b,Transit,2016,,,,1.03
29316,Kepler-886 b,Transit,2016,,,,1.03
29317,Kepler-886 b,Transit,2016,,,,1.05
29318,Kepler-886 b,Transit,2016,,,,1.05
29319,Kepler-886 b,Transit,2016,,,,1.10
29320,Kepler-886 b,Transit,2016,,,,1.03
29321,Kepler-886 b,Transit,2016,,,,1.03
29322,Kepler-886 b,Transit,2016,,,,1.15
29323,Kepler-886 b,Transit,2016,,,,
29324,Kepler-886 b,Transit,2016,,,,1.05
29325,Kepler-887 b,Transit,2016,,,,1.27
29326,Kepler-887 b,Transit,2016,,,,
29327,Kepler-887 b,Transit,2016,,,,1.18
29328,Kepler-887 b,Transit,2016,,,,1.27
29329,Kepler-887 b,Transit,2016,,,,1.18
29330,Kepler-887 b,Transit,2016,,,,1.16
29331,Kepler-887 b,Transit,2016,,,,1.16
29332,Kepler-887 b,Transit,2016,,,,1.19
29333,Kepler-887 b,Transit,2016,,,,1.18
29334,Kepler-887 b,Transit,2016,,,,1.27
29335,Kepler-887 c,Transit,2016,,,,1.19
29336,Kepler-887 c,Transit,2016,,,,1.27
29337,Kepler-887 c,Transit,2016,,,,
29338,Kepler-887 c,Transit,2016,,,,1.27
29339,Kepler-887 c,Transit,2016,,,,1.18
29340,Kepler-887 c,Transit,2016,,,,1.18
29341,Kepler-887 c,Transit,2016,,,,1.16
29342,Kepler-887 c,Transit,2016,,,,1.16
29343,Kepler-887 c,Transit,2016,,,,1.18
29344,Kepler-888 b,Transit,2016,,,,1.05
29345,Kepler-888 b,Transit,2016,,,,0.97
29346,Kepler-888 b,Transit,2016,,,,0.94
29347,Kepler-888 b,Transit,2016,,,,1.08
29348,Kepler-888 b,Transit,2016,,,,1.05
29349,Kepler-888 b,Transit,2016,,,,0.99
29350,Kepler-888 b,Transit,2016,,,,0.99
29351,Kepler-888 b,Transit,2016,,,,1.05
29352,Kepler-888 b,Transit,2016,,,,
29353,Kepler-888 b,Transit,2016,,,,0.99
29354,Kepler-889 b,Transit,2016,,,,1.13
29355,Kepler-889 b,Transit,2016,,,,1.13
29356,Kepler-889 b,Transit,2016,,,,1.09
29357,Kepler-889 b,Transit,2016,,,,
29358,Kepler-889 b,Transit,2016,,,,1.09
29359,Kepler-889 b,Transit,2016,,,,1.09
29360,Kepler-889 b,Transit,2016,,,,1.09
29361,Kepler-889 b,Transit,2016,,,,1.14
29362,Kepler-889 b,Transit,2016,,,,1.09
29363,Kepler-890 b,Transit,2016,,,,1.22
29364,Kepler-890 b,Transit,2016,,,,1.08
29365,Kepler-890 b,Transit,2016,,,,
29366,Kepler-890 b,Transit,2016,,,,1.03
29367,Kepler-890 b,Transit,2016,,,,1.23
29368,Kepler-890 b,Transit,2016,,,,1.03
29369,Kepler-890 b,Transit,2016,,,,1.03
29370,Kepler-890 b,Transit,2016,,,,1.23
29371,Kepler-890 b,Transit,2016,,,,1.23
29372,Kepler-890 b,Transit,2016,,,,1.09
29373,Kepler-891 b,Transit,2016,,,,1.11
29374,Kepler-891 b,Transit,2016,,,,1.03
29375,Kepler-891 b,Transit,2016,,,,1.06
29376,Kepler-891 b,Transit,2016,,,,1.03
29377,Kepler-891 b,Transit,2016,,,,1.11
29378,Kepler-891 b,Transit,2016,,,,1.11
29379,Kepler-891 b,Transit,2016,,,,0.98
29380,Kepler-891 b,Transit,2016,,,,
29381,Kepler-891 b,Transit,2016,,,,1.11
29382,Kepler-891 b,Transit,2016,,,,1.03
29383,Kepler-892 b,Transit,2016,,,,0.73
29384,Kepler-892 b,Transit,2016,,,,0.74
29385,Kepler-892 b,Transit,2016,,,,0.74
29386,Kepler-892 b,Transit,2016,,,,0.74
29387,Kepler-892 b,Transit,2016,,,,0.73
29388,Kepler-892 b,Transit,2016,,,,0.75
29389,Kepler-892 b,Transit,2016,,,,0.74
29390,Kepler-892 b,Transit,2016,,,,0.69
29391,Kepler-892 b,Transit,2016,,,,0.73
29392,Kepler-892 b,Transit,2016,,,,
29393,Kepler-893 b,Transit,2016,,,,1.13
29394,Kepler-893 b,Transit,2016,,,,1.01
29395,Kepler-893 b,Transit,2016,,,,1.13
29396,Kepler-893 b,Transit,2016,,,,
29397,Kepler-893 b,Transit,2016,,,,1.00
29398,Kepler-893 b,Transit,2016,,,,1.13
29399,Kepler-893 b,Transit,2016,,,,1.07
29400,Kepler-893 b,Transit,2016,,,,1.01
29401,Kepler-893 b,Transit,2016,,,,1.01
29402,Kepler-893 b,Transit,2016,,,,1.13
29403,Kepler-894 b,Transit,2016,,,,0.87
29404,Kepler-894 b,Transit,2016,,,,1.03
29405,Kepler-894 b,Transit,2016,,,,1.06
29406,Kepler-894 b,Transit,2016,,,,1.03
29407,Kepler-894 b,Transit,2016,,,,1.03
29408,Kepler-894 b,Transit,2016,,,,1.06
29409,Kepler-894 b,Transit,2016,,,,
29410,Kepler-894 b,Transit,2016,,,,1.06
29411,Kepler-894 b,Transit,2016,,,,1.06
29412,Kepler-894 b,Transit,2016,,,,1.06
29413,Kepler-895 b,Transit,2016,,,,0.66
29414,Kepler-895 b,Transit,2016,,,,0.60
29415,Kepler-895 b,Transit,2016,,,,0.55
29416,Kepler-895 b,Transit,2016,,,,0.55
29417,Kepler-895 b,Transit,2016,,,,
29418,Kepler-895 b,Transit,2016,,,,0.55
29419,Kepler-895 b,Transit,2016,,,,0.66
29420,Kepler-895 b,Transit,2016,,,,0.65
29421,Kepler-895 b,Transit,2016,,,,0.59
29422,Kepler-896 b,Transit,2016,,,,0.88
29423,Kepler-896 b,Transit,2016,,,,
29424,Kepler-896 b,Transit,2016,,,,0.92
29425,Kepler-896 b,Transit,2016,,,,0.88
29426,Kepler-896 b,Transit,2016,,,,0.92
29427,Kepler-896 b,Transit,2016,,,,0.88
29428,Kepler-896 b,Transit,2016,,,,0.84
29429,Kepler-896 b,Transit,2016,,,,0.88
29430,Kepler-896 b,Transit,2016,,,,0.92
29431,Kepler-896 b,Transit,2016,,,,0.89
29432,Kepler-897 b,Transit,2016,,,,1.03
29433,Kepler-897 b,Transit,2016,,,,0.94
29434,Kepler-897 b,Transit,2016,,,,0.94
29435,Kepler-897 b,Transit,2016,,,,
29436,Kepler-897 b,Transit,2016,,,,1.00
29437,Kepler-897 b,Transit,2016,,,,0.99
29438,Kepler-897 b,Transit,2016,,,,0.94
29439,Kepler-897 b,Transit,2016,,,,1.00
29440,Kepler-897 b,Transit,2016,,,,0.94
29441,Kepler-898 b,Transit,2016,,,,0.62
29442,Kepler-898 b,Transit,2016,,,,0.63
29443,Kepler-898 b,Transit,2016,,,,
29444,Kepler-898 b,Transit,2016,,,,0.59
29445,Kepler-898 b,Transit,2016,,,,0.65
29446,Kepler-898 b,Transit,2016,,,,0.63
29447,Kepler-898 b,Transit,2016,,,,0.59
29448,Kepler-898 b,Transit,2016,,,,0.59
29449,Kepler-898 b,Transit,2016,,,,0.59
29450,Kepler-899 b,Transit,2016,,,,0.98
29451,Kepler-899 b,Transit,2016,,,,
29452,Kepler-899 b,Transit,2016,,,,1.00
29453,Kepler-899 b,Transit,2016,,,,0.98
29454,Kepler-899 b,Transit,2016,,,,0.96
29455,Kepler-899 b,Transit,2016,,,,0.98
29456,Kepler-899 b,Transit,2016,,,,0.98
29457,Kepler-899 b,Transit,2016,,,,1.00
29458,Kepler-899 b,Transit,2016,,,,0.93
29459,Kepler-899 b,Transit,2016,,,,1.00
29460,Kepler-9 b,Transit,2010,,,,1.03
29461,Kepler-9 b,Transit,2010,,,,
29462,Kepler-9 b,Transit,2010,,,,1.04
29463,Kepler-9 b,Transit,2010,,,,1.03
29465,Kepler-9 b,Transit,2010,,,,1.03
29466,Kepler-9 b,Transit,2010,,,,1.03
29467,Kepler-9 b,Transit,2010,,,,1.05
29468,Kepler-9 b,Transit,2010,,,,1.03
29469,Kepler-9 b,Transit,2010,,,,1.03
29475,Kepler-9 c,Transit,2010,,,,1.05
29479,Kepler-9 c,Transit,2010,,,,
29480,Kepler-9 c,Transit,2010,,,,1.03
29481,Kepler-9 c,Transit,2010,,,,1.03
29483,Kepler-9 c,Transit,2010,,,,1.03
29484,Kepler-9 c,Transit,2010,,,,1.03
29486,Kepler-9 d,Transit,2010,,,,1.03
29487,Kepler-9 d,Transit,2010,,,,1.07
29488,Kepler-9 d,Transit,2010,,,,1.05
29489,Kepler-9 d,Transit,2010,,,,1.03
29490,Kepler-9 d,Transit,2010,,,,1.03
29491,Kepler-9 d,Transit,2010,,,,
29492,Kepler-90 i,Transit,2017,,,,1.12
29493,Kepler-900 b,Transit,2016,,,,0.78
29494,Kepler-900 b,Transit,2016,,,,0.74
29495,Kepler-900 b,Transit,2016,,,,0.71
29496,Kepler-900 b,Transit,2016,,,,0.85
29497,Kepler-900 b,Transit,2016,,,,0.85
29498,Kepler-900 b,Transit,2016,,,,0.74
29499,Kepler-900 b,Transit,2016,,,,0.86
29500,Kepler-900 b,Transit,2016,,,,0.85
29501,Kepler-900 b,Transit,2016,,,,
29502,Kepler-900 b,Transit,2016,,,,0.74
29503,Kepler-901 b,Transit,2016,,,,0.64
29504,Kepler-901 b,Transit,2016,,,,0.53
29505,Kepler-901 b,Transit,2016,,,,0.64
29506,Kepler-901 b,Transit,2016,,,,0.53
29507,Kepler-901 b,Transit,2016,,,,0.53
29508,Kepler-901 b,Transit,2016,,,,
29509,Kepler-901 b,Transit,2016,,,,0.59
29510,Kepler-901 b,Transit,2016,,,,0.58
29511,Kepler-901 b,Transit,2016,,,,0.58
29512,Kepler-901 b,Transit,2016,,,,0.64
29513,Kepler-902 b,Transit,2016,,,,
29514,Kepler-902 b,Transit,2016,,,,0.99
29515,Kepler-902 b,Transit,2016,,,,0.92
29516,Kepler-902 b,Transit,2016,,,,0.98
29517,Kepler-902 b,Transit,2016,,,,0.99
29518,Kepler-902 b,Transit,2016,,,,0.95
29519,Kepler-902 b,Transit,2016,,,,0.98
29520,Kepler-902 b,Transit,2016,,,,0.98
29521,Kepler-902 b,Transit,2016,,,,0.99
29522,Kepler-902 b,Transit,2016,,,,1.02
29523,Kepler-903 b,Transit,2016,,,,0.98
29524,Kepler-903 b,Transit,2016,,,,0.98
29525,Kepler-903 b,Transit,2016,,,,0.98
